research_domain,kernel_label,method,status,claim_ceiling,theory_dependent,simulation_only,supported_data
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",CROSS_METHOD_TRIANGULATION,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,ARCHIVAL;BIBLIOMETRIC;CONVERSATION;CROSS_SECTIONAL;EVENT_TIME;HIERARCHICAL;INTERVIEW;LONGITUDINAL;MULTIMODAL;NETWORK;PANEL;REPEATED_MEASURES;SPATIAL;TEXT_CORPUS;TIME_SERIES
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",INTERRUPTED_TIME_SERIES,ANCHOR,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,TIME_SERIES
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",MISSINGNESS_MECHANISM_DIAGNOSTICS,ANCHOR,ASSOCIATION_OBSERVED,False,False,MULTIMODAL
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",RECORD_LINKAGE_ERROR_ANALYSIS,ANCHOR,ASSOCIATION_OBSERVED,False,False,LINKED_ADMINISTRATIVE
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",STANDARDISATION_DECOMPOSITION,ANCHOR,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;PANEL;TIME_SERIES
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",ACTIVE_LEARNING_DATA_ACQUISITION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",AGENT_BASED_SIMULATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL;NETWORK
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",AGE_PERIOD_COHORT,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,PANEL;TIME_SERIES
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",BAYESIAN_EVIDENCE_SYNTHESIS,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,MULTIMODAL
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",BLIND_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,MULTIMODAL
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",CAUSAL_DISCOVERY_HYPOTHESIS_GENERATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;LONGITUDINAL;TIME_SERIES
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",CHANGE_POINT_DETECTION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,TEXT_CORPUS;TIME_SERIES
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",CLUSTERING_DISCOVERY_ONLY,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;MULTIMODAL
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",COMPETING_RISKS_MULTISTATE,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,EVENT_TIME;LONGITUDINAL
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",CONTRIBUTION_ANALYSIS,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,ARCHIVAL;MULTIMODAL
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",CROSS_METHOD_TRIANGULATION,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,ARCHIVAL;BIBLIOMETRIC;CONVERSATION;CROSS_SECTIONAL;EVENT_TIME;HIERARCHICAL;INTERVIEW;LONGITUDINAL;MULTIMODAL;NETWORK;PANEL;REPEATED_MEASURES;SPATIAL;TEXT_CORPUS;TIME_SERIES
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",DAG_MODEL_CRITICISM,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,MULTIMODAL
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",DIFFERENCE_IN_DIFFERENCES,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,PANEL;TIME_SERIES
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",DIFFUSION_CASCADE_ANALYSIS,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,EVENT_TIME;NETWORK
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",DISTRIBUTED_LAG_TIME_VARYING_EFFECT,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,LONGITUDINAL;TIME_SERIES
SERVICE_REFERRAL_ASCERTAINMENT,"Service, referral & ascertainment",EVENT_STUDY,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,PANEL;TIME_SERIES
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,AGE_PERIOD_COHORT,ANCHOR,DESCRIPTIVE_EVIDENCE_ONLY,False,False,PANEL;TIME_SERIES
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,CALIBRATION_WEIGHTING_SURVEY,ANCHOR,ASSOCIATION_OBSERVED,False,False,CROSS_SECTIONAL;LONGITUDINAL;SURVEY
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,SPATIAL_EPIDEMIOLOGY,ANCHOR,ASSOCIATION_OBSERVED,False,False,PANEL;SPATIAL
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,STANDARDISATION_DECOMPOSITION,ANCHOR,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;PANEL;TIME_SERIES
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,ACTIVE_LEARNING_DATA_ACQUISITION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,AGENT_BASED_SIMULATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL;NETWORK
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,BAYESIAN_EVIDENCE_SYNTHESIS,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,MULTIMODAL
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,BAYESIAN_MODEL_AVERAGING,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,CROSS_SECTIONAL;LONGITUDINAL;PANEL
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,BLIND_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,MULTIMODAL
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,CAUSAL_DISCOVERY_HYPOTHESIS_GENERATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;LONGITUDINAL;TIME_SERIES
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,CHANGE_POINT_DETECTION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,TEXT_CORPUS;TIME_SERIES
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,CLUSTERING_DISCOVERY_ONLY,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;MULTIMODAL
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,CONTRIBUTION_ANALYSIS,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,ARCHIVAL;MULTIMODAL
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,CROSS_METHOD_TRIANGULATION,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,ARCHIVAL;BIBLIOMETRIC;CONVERSATION;CROSS_SECTIONAL;EVENT_TIME;HIERARCHICAL;INTERVIEW;LONGITUDINAL;MULTIMODAL;NETWORK;PANEL;REPEATED_MEASURES;SPATIAL;TEXT_CORPUS;TIME_SERIES
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,DAG_MODEL_CRITICISM,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,MULTIMODAL
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,DIFFERENCE_IN_DIFFERENCES,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,PANEL;TIME_SERIES
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,DISTRIBUTED_LAG_TIME_VARYING_EFFECT,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,LONGITUDINAL;TIME_SERIES
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,EVENT_STUDY,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,PANEL;TIME_SERIES
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,GENERALISED_ADDITIVE_NONLINEAR,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,CROSS_SECTIONAL;LONGITUDINAL;TIME_SERIES
POPULATION_EPIDEMIOLOGY,Population trend & epidemiology,INDIVIDUAL_PARTICIPANT_DATA_META_ANALYSIS,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,LONGITUDINAL;MULTIMODAL
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,CITATION_LINEAGE_DEPENDENCY,ANCHOR,DESCRIPTIVE_EVIDENCE_ONLY,False,False,BIBLIOMETRIC;NETWORK
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,CORPUS_LINGUISTICS,ANCHOR,DESCRIPTIVE_EVIDENCE_ONLY,False,False,TEXT_CORPUS
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,PROCESS_TRACING,ANCHOR,ASSOCIATION_OBSERVED,False,False,ARCHIVAL;INTERVIEW;TEXT_CORPUS
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,QUANTITATIVE_CONTENT_ANALYSIS,ANCHOR,DESCRIPTIVE_EVIDENCE_ONLY,False,False,ARCHIVAL;TEXT_CORPUS
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,ACTIVE_LEARNING_DATA_ACQUISITION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,AGENT_BASED_SIMULATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL;NETWORK
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,ARGUMENTATION_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CONVERSATION;TEXT_CORPUS
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,BAYESIAN_EVIDENCE_SYNTHESIS,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,MULTIMODAL
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,BIBLIOMETRIC_NETWORK_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,BIBLIOMETRIC;NETWORK
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,BLIND_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,MULTIMODAL
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,CHANGE_POINT_DETECTION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,TEXT_CORPUS;TIME_SERIES
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,CLUSTERING_DISCOVERY_ONLY,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;MULTIMODAL
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,CONTRIBUTION_ANALYSIS,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,ARCHIVAL;MULTIMODAL
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,CRITICAL_DISCOURSE_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,True,False,CONVERSATION;TEXT_CORPUS
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,CROSS_METHOD_TRIANGULATION,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,ARCHIVAL;BIBLIOMETRIC;CONVERSATION;CROSS_SECTIONAL;EVENT_TIME;HIERARCHICAL;INTERVIEW;LONGITUDINAL;MULTIMODAL;NETWORK;PANEL;REPEATED_MEASURES;SPATIAL;TEXT_CORPUS;TIME_SERIES
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,DAG_MODEL_CRITICISM,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,MULTIMODAL
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,DIACHRONIC_SEMANTIC_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,TEXT_CORPUS
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,DISCOURSE_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,True,False,CONVERSATION;TEXT_CORPUS
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,DYNAMIC_TOPIC_MODEL,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,TEXT_CORPUS
PROFESSIONAL_GUIDELINE,Professional guidance & clinical doctrine,FRAME_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,True,False,ARCHIVAL;TEXT_CORPUS
LEGAL_POLICY,Legal & public-policy change,DIFFERENCE_IN_DIFFERENCES,ANCHOR,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,PANEL;TIME_SERIES
LEGAL_POLICY,Legal & public-policy change,HISTORICAL_INSTITUTIONAL_CHANGE,ANCHOR,DESCRIPTIVE_EVIDENCE_ONLY,False,False,ARCHIVAL;TEXT_CORPUS
LEGAL_POLICY,Legal & public-policy change,INTERRUPTED_TIME_SERIES,ANCHOR,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,TIME_SERIES
LEGAL_POLICY,Legal & public-policy change,PROCESS_TRACING,ANCHOR,ASSOCIATION_OBSERVED,False,False,ARCHIVAL;INTERVIEW;TEXT_CORPUS
LEGAL_POLICY,Legal & public-policy change,ACTIVE_LEARNING_DATA_ACQUISITION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL
LEGAL_POLICY,Legal & public-policy change,AGENT_BASED_SIMULATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL;NETWORK
LEGAL_POLICY,Legal & public-policy change,AGE_PERIOD_COHORT,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,PANEL;TIME_SERIES
LEGAL_POLICY,Legal & public-policy change,BAYESIAN_EVIDENCE_SYNTHESIS,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,MULTIMODAL
LEGAL_POLICY,Legal & public-policy change,BAYESIAN_MODEL_AVERAGING,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,CROSS_SECTIONAL;LONGITUDINAL;PANEL
LEGAL_POLICY,Legal & public-policy change,BLIND_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,MULTIMODAL
LEGAL_POLICY,Legal & public-policy change,CAUSAL_DISCOVERY_HYPOTHESIS_GENERATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;LONGITUDINAL;TIME_SERIES
LEGAL_POLICY,Legal & public-policy change,CHANGE_POINT_DETECTION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,TEXT_CORPUS;TIME_SERIES
LEGAL_POLICY,Legal & public-policy change,CLUSTERING_DISCOVERY_ONLY,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;MULTIMODAL
LEGAL_POLICY,Legal & public-policy change,CONTRIBUTION_ANALYSIS,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,ARCHIVAL;MULTIMODAL
LEGAL_POLICY,Legal & public-policy change,CROSS_METHOD_TRIANGULATION,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,ARCHIVAL;BIBLIOMETRIC;CONVERSATION;CROSS_SECTIONAL;EVENT_TIME;HIERARCHICAL;INTERVIEW;LONGITUDINAL;MULTIMODAL;NETWORK;PANEL;REPEATED_MEASURES;SPATIAL;TEXT_CORPUS;TIME_SERIES
LEGAL_POLICY,Legal & public-policy change,DAG_MODEL_CRITICISM,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,MULTIMODAL
LEGAL_POLICY,Legal & public-policy change,DISTRIBUTED_LAG_TIME_VARYING_EFFECT,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,LONGITUDINAL;TIME_SERIES
LEGAL_POLICY,Legal & public-policy change,EVENT_STUDY,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,PANEL;TIME_SERIES
LEGAL_POLICY,Legal & public-policy change,FRAME_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,True,False,ARCHIVAL;TEXT_CORPUS
LEGAL_POLICY,Legal & public-policy change,GENERALISED_ADDITIVE_NONLINEAR,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,CROSS_SECTIONAL;LONGITUDINAL;TIME_SERIES
PUBLIC_DISCOURSE,"Public discourse, language & media",CORPUS_LINGUISTICS,ANCHOR,DESCRIPTIVE_EVIDENCE_ONLY,False,False,TEXT_CORPUS
PUBLIC_DISCOURSE,"Public discourse, language & media",DIACHRONIC_SEMANTIC_ANALYSIS,ANCHOR,DESCRIPTIVE_EVIDENCE_ONLY,False,False,TEXT_CORPUS
PUBLIC_DISCOURSE,"Public discourse, language & media",FRAME_ANALYSIS,ANCHOR,DESCRIPTIVE_EVIDENCE_ONLY,True,False,ARCHIVAL;TEXT_CORPUS
PUBLIC_DISCOURSE,"Public discourse, language & media",STANCE_EPISTEMIC_MODALITY_ANALYSIS,ANCHOR,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CONVERSATION;TEXT_CORPUS
PUBLIC_DISCOURSE,"Public discourse, language & media",ACTIVE_LEARNING_DATA_ACQUISITION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL
PUBLIC_DISCOURSE,"Public discourse, language & media",AGENT_BASED_SIMULATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL;NETWORK
PUBLIC_DISCOURSE,"Public discourse, language & media",AGE_PERIOD_COHORT,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,PANEL;TIME_SERIES
PUBLIC_DISCOURSE,"Public discourse, language & media",ARGUMENTATION_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CONVERSATION;TEXT_CORPUS
PUBLIC_DISCOURSE,"Public discourse, language & media",BAYESIAN_EVIDENCE_SYNTHESIS,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,MULTIMODAL
PUBLIC_DISCOURSE,"Public discourse, language & media",BLIND_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,MULTIMODAL
PUBLIC_DISCOURSE,"Public discourse, language & media",CAUSAL_DISCOVERY_HYPOTHESIS_GENERATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;LONGITUDINAL;TIME_SERIES
PUBLIC_DISCOURSE,"Public discourse, language & media",CHANGE_POINT_DETECTION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,TEXT_CORPUS;TIME_SERIES
PUBLIC_DISCOURSE,"Public discourse, language & media",CLUSTERING_DISCOVERY_ONLY,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;MULTIMODAL
PUBLIC_DISCOURSE,"Public discourse, language & media",CONTRIBUTION_ANALYSIS,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,ARCHIVAL;MULTIMODAL
PUBLIC_DISCOURSE,"Public discourse, language & media",CONVERSATION_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CONVERSATION
PUBLIC_DISCOURSE,"Public discourse, language & media",CRITICAL_DISCOURSE_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,True,False,CONVERSATION;TEXT_CORPUS
PUBLIC_DISCOURSE,"Public discourse, language & media",CROSS_METHOD_TRIANGULATION,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,ARCHIVAL;BIBLIOMETRIC;CONVERSATION;CROSS_SECTIONAL;EVENT_TIME;HIERARCHICAL;INTERVIEW;LONGITUDINAL;MULTIMODAL;NETWORK;PANEL;REPEATED_MEASURES;SPATIAL;TEXT_CORPUS;TIME_SERIES
PUBLIC_DISCOURSE,"Public discourse, language & media",DAG_MODEL_CRITICISM,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,MULTIMODAL
PUBLIC_DISCOURSE,"Public discourse, language & media",DIFFERENCE_IN_DIFFERENCES,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,PANEL;TIME_SERIES
PUBLIC_DISCOURSE,"Public discourse, language & media",DISCOURSE_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,True,False,CONVERSATION;TEXT_CORPUS
GENOMIC_BIOLOGICAL,Biological & genomic,LABEL_NOISE_MISCLASSIFICATION,ANCHOR,ASSOCIATION_OBSERVED,False,False,MULTIMODAL
GENOMIC_BIOLOGICAL,Biological & genomic,MULTILEVEL_HIERARCHICAL_MODEL,ANCHOR,ASSOCIATION_OBSERVED,False,False,HIERARCHICAL;LONGITUDINAL;PANEL
GENOMIC_BIOLOGICAL,Biological & genomic,TRANSPORTABILITY_GENERALISABILITY,ANCHOR,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,LONGITUDINAL;MULTIMODAL;PANEL
GENOMIC_BIOLOGICAL,Biological & genomic,ACTIVE_LEARNING_DATA_ACQUISITION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL
GENOMIC_BIOLOGICAL,Biological & genomic,AGENT_BASED_SIMULATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL;NETWORK
GENOMIC_BIOLOGICAL,Biological & genomic,BAYESIAN_EVIDENCE_SYNTHESIS,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,MULTIMODAL
GENOMIC_BIOLOGICAL,Biological & genomic,BAYESIAN_MODEL_AVERAGING,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,CROSS_SECTIONAL;LONGITUDINAL;PANEL
GENOMIC_BIOLOGICAL,Biological & genomic,BLIND_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,MULTIMODAL
GENOMIC_BIOLOGICAL,Biological & genomic,CALIBRATION_WEIGHTING_SURVEY,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,CROSS_SECTIONAL;LONGITUDINAL;SURVEY
GENOMIC_BIOLOGICAL,Biological & genomic,CAUSAL_DISCOVERY_HYPOTHESIS_GENERATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;LONGITUDINAL;TIME_SERIES
GENOMIC_BIOLOGICAL,Biological & genomic,CAUSAL_FOREST_HTE,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,CROSS_SECTIONAL;LONGITUDINAL
GENOMIC_BIOLOGICAL,Biological & genomic,CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,LONGITUDINAL
GENOMIC_BIOLOGICAL,Biological & genomic,CLUSTERING_DISCOVERY_ONLY,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;MULTIMODAL
GENOMIC_BIOLOGICAL,Biological & genomic,CLUSTER_RANDOMISED,COMPATIBLE_CANDIDATE,STRONG_REPLICATED_CAUSAL_EVIDENCE,False,False,EXPERIMENTAL;HIERARCHICAL
GENOMIC_BIOLOGICAL,Biological & genomic,COMPETING_RISKS_MULTISTATE,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,EVENT_TIME;LONGITUDINAL
GENOMIC_BIOLOGICAL,Biological & genomic,CONTRIBUTION_ANALYSIS,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,ARCHIVAL;MULTIMODAL
GENOMIC_BIOLOGICAL,Biological & genomic,CROSS_METHOD_TRIANGULATION,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,ARCHIVAL;BIBLIOMETRIC;CONVERSATION;CROSS_SECTIONAL;EVENT_TIME;HIERARCHICAL;INTERVIEW;LONGITUDINAL;MULTIMODAL;NETWORK;PANEL;REPEATED_MEASURES;SPATIAL;TEXT_CORPUS;TIME_SERIES
GENOMIC_BIOLOGICAL,Biological & genomic,DAG_MODEL_CRITICISM,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,MULTIMODAL
GENOMIC_BIOLOGICAL,Biological & genomic,DECISION_CURVE_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;LONGITUDINAL
GENOMIC_BIOLOGICAL,Biological & genomic,DIFFERENTIAL_ITEM_FUNCTIONING,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;HIERARCHICAL
